StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3,Q4_3,Q4_1,Q4_2,Q4_5
27/03/2024 16:42,27/03/2024 16:44,IP Address,128.250.0.54,100,123,TRUE,27/03/2024 16:44,R_4kSxMZiuumCEDVT,,,,,-37.8159,144.9669,qr,EN,9,Male,25,1,2,1,7
27/03/2024 18:38,27/03/2024 18:42,IP Address,128.250.0.54,100,273,TRUE,27/03/2024 18:42,R_4374ZQq7UJPcl3a,,,,,-37.8159,144.9669,qr,EN,10,Female,24,2,1,1,1
28/03/2024 10:19,28/03/2024 10:37,IP Address,128.250.0.54,100,1024,TRUE,28/03/2024 10:37,R_401zxu4Zt7v12N1,,,,,-37.8159,144.9669,qr,EN,11,Female,19,3,2,2,5
28/03/2024 13:51,28/03/2024 14:26,IP Address,128.250.0.54,100,2074,TRUE,28/03/2024 14:26,R_447dJoAHMzB2bHR,,,,,-37.8159,144.9669,qr,EN,12,Female,29,3,2,3,2
4/04/2024 17:44,4/04/2024 18:15,IP Address,128.250.0.54,100,1877,TRUE,4/04/2024 18:15,R_42RBVe8kN6Ul6uJ,,,,,-37.8159,144.9669,qr,EN,13,Female,23,1,2,2,4
5/04/2024 14:18,5/04/2024 14:26,IP Address,128.250.0.54,100,489,TRUE,5/04/2024 14:26,R_42VulXdlMS3JYYP,,,,,-37.8159,144.9669,qr,EN,14,Male,30,1,1,1,1
5/04/2024 17:49,5/04/2024 18:11,IP Address,128.250.0.54,100,1301,TRUE,5/04/2024 18:11,R_4bNaRv4GNXVfoxH,,,,,-37.8159,144.9669,qr,EN,15,Male,36,6,1,1,3
8/04/2024 14:05,8/04/2024 14:07,IP Address,128.250.0.54,100,143,TRUE,8/04/2024 14:07,R_43hJvbxZhjZ5lFT,,,,,-37.8159,144.9669,qr,EN,16,Female,33,3,3,1,2
8/04/2024 16:10,8/04/2024 16:12,IP Address,128.250.0.54,100,77,TRUE,8/04/2024 16:12,R_4qeCVtxohCpTO8a,,,,,-37.8159,144.9669,qr,EN,17,Male,31,4,6,1,2
9/04/2024 19:46,9/04/2024 19:47,IP Address,128.250.0.54,100,52,TRUE,9/04/2024 19:47,R_4qyCmIZtA3LSdRn,,,,,-37.8159,144.9669,qr,EN,18,Male,28,3,1,4,3
10/04/2024 17:02,10/04/2024 17:03,IP Address,128.250.0.54,100,72,TRUE,10/04/2024 17:03,R_472PCtWvLmXJCoA,,,,,-37.8159,144.9669,qr,EN,19,Male,24,5,5,5,3
10/04/2024 11:34,10/04/2024 11:40,IP Address,128.250.0.54,100,346,TRUE,10/04/2024 11:40,R_4rePkOogsY3S7CN,,,,,-37.8159,144.9669,qr,EN,20,Female,26,1,1,1,1
10/04/2024 18:48,10/04/2024 18:49,IP Address,128.250.0.54,100,42,TRUE,10/04/2024 18:49,R_4PBdhAGAG8uqxSs,,,,,-37.8159,144.9669,qr,EN,21,Male,27,2,5,2,7
10/04/2024 20:07,10/04/2024 20:08,IP Address,128.250.0.54,100,65,TRUE,10/04/2024 20:08,R_4dlFM6ujtRvn9Pr,,,,,-37.8159,144.9669,qr,EN,22,Male,24,5,1,1,3
11/04/2024 14:04,11/04/2024 14:07,IP Address,128.250.0.54,100,166,TRUE,11/04/2024 14:07,R_4E4sWpPC4G3bplx,,,,,-37.8159,144.9669,qr,EN,23,Female,25,3,2,1,7
11/04/2024 16:01,11/04/2024 16:02,IP Address,128.250.0.54,100,87,TRUE,11/04/2024 16:02,R_4fVl9XMUuhx3J6m,,,,,-37.8159,144.9669,qr,EN,24,Male,36,4,4,1,6
