StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q2,Q3_8,Q3_1,Q3_2,Q3_3,Q3_12,Q3_11,Q3_10,Q4_1,Q4_2,Q5_1,Q5_2,Q5_3,Q5_4,Q6
2024-03-27 12:53:40,2024-03-27 12:54:44,0,128.250.0.54,100,63,1,2024-03-27 12:54:44,R_4TeZ2FpYooAACIx,,,,,-37.8159,144.9669,qr,EN,6,B,4,8,12,1,18,9,1,4,4,5,5,5,5,
2024-03-27 13:00:19,2024-03-27 13:01:32,0,128.250.0.54,100,72,1,2024-03-27 13:01:32,R_4jvTAkrSYLFoRSx,,,,,-37.8159,144.9669,qr,EN,6,D,4,7,8,1,18,9,1,4,4,5,6,6,5,
2024-03-27 14:51:44,2024-03-27 14:53:52,0,128.250.0.54,100,127,1,2024-03-27 14:53:53,R_4aLabY7QL2Af3fA,,,,,-37.8159,144.9669,qr,EN,7,A,2,2,10,1,20,17,9,1,1,1,1,6,6,It was a bit tiring but I enjoyed the experience
2024-03-27 14:54:13,2024-03-27 14:55:30,0,128.250.0.54,100,77,1,2024-03-27 14:55:31,R_4jlDTDRXK5D77Zs,,,,,-37.8159,144.9669,qr,EN,7,C,2,2,14,1,20,18,10,1,1,1,1,1,7,"It was a good experience "
2024-03-27 15:32:05,2024-03-27 15:34:15,0,128.250.0.54,100,130,1,2024-03-27 15:34:16,R_4rPdmc0PK80vtHI,,,,,-37.8159,144.9669,qr,EN,8,A,4,11,12,15,6,13,15,5,5,4,4,4,2,
2024-03-27 15:42:16,2024-03-27 15:43:55,0,128.250.0.54,100,99,1,2024-03-27 15:43:56,R_4TZAAWGdomVOJTi,,,,,-37.8159,144.9669,qr,EN,8,D,3,11,11,11,9,11,10,3,3,4,5,4,4,
2024-03-27 15:48:20,2024-03-27 15:49:47,0,128.250.0.54,100,86,1,2024-03-27 15:49:47,R_4LkuXxyPwRGwojR,,,,,-37.8159,144.9669,qr,EN,8,B,5,10,10,9,12,12,8,5,5,5,5,5,5,
2024-03-27 15:53:49,2024-03-27 15:55:24,0,128.250.0.54,100,95,1,2024-03-27 15:55:25,R_4cdbbUxDP3GzmWl,,,,,-37.8159,144.9669,qr,EN,8,C,5,12,12,12,13,8,11,3,3,5,5,5,5,
2024-03-27 16:46:18,2024-03-27 17:00:14,0,128.250.0.54,100,835,1,2024-03-27 17:00:15,R_4JPkTX4uryDb1UV,,,,,-37.8159,144.9669,qr,EN,9,A,4,10,12,1,18,8,10,2,1,1,3,4,3,
2024-03-27 17:01:43,2024-03-27 17:17:43,0,128.250.0.54,100,960,1,2024-03-27 17:17:44,R_4Wz7d7yttXviFFL,,,,,-37.8159,144.9669,qr,EN,9,D,3,10,20,4,8,16,6,2,2,1,2,3,2,
2024-03-27 17:21:14,2024-03-27 17:29:02,0,128.250.0.54,100,468,1,2024-03-27 17:29:02,R_4CguYmagjcs4dUj,,,,,-37.8159,144.9669,qr,EN,9,C,3,16,20,3,10,20,5,2,2,2,3,4,2,"Confusing holograms "
2024-03-27 17:30:02,2024-03-27 17:35:56,0,128.250.0.54,100,354,1,2024-03-27 17:35:57,R_4iWk8ttu4KHqXNo,,,,,-37.8159,144.9669,qr,EN,9,B,2,5,11,11,8,7,5,2,2,2,2,2,2,
2024-03-27 18:47:52,2024-03-27 19:02:35,0,128.250.0.54,100,883,1,2024-03-27 19:02:36,R_41N4c1624Rl3QGY,,,,,-37.8159,144.9669,qr,EN,10,B,2,16,10,3,14,8,5,4,3,4,5,7,5,"The distance between the object and my arm is harder to measure with eyes compared with the up, down, left and right directions."
2024-03-27 19:03:48,2024-03-27 19:14:31,0,128.250.0.54,100,643,1,2024-03-27 19:14:31,R_4aijl2R2LitiRot,,,,,-37.8159,144.9669,qr,EN,10,A,6,16,9,8,16,3,2,7,6,7,6,6,6,Always drawing circles seems helpful to assist me to control the robot army to click the red dot.
2024-03-27 19:15:52,2024-03-27 19:23:04,0,128.250.0.54,100,432,1,2024-03-27 19:23:04,R_4WDyfxZVHq5l7Ai,,,,,-37.8159,144.9669,qr,EN,10,C,6,12,9,8,18,3,2,6,6,6,6,7,6,"The first click is always the difficult part, because the distance should be adjusted. After that, things become easier."
2024-03-27 19:24:24,2024-03-27 19:31:54,0,128.250.0.54,100,449,1,2024-03-27 19:31:54,R_440KksfhTSNDEbl,,,,,-37.8159,144.9669,qr,EN,10,D,7,7,12,5,19,1,1,7,7,7,7,7,7,Sometimes there are misjudgements about the distance but I can adjust it quickly.
2024-03-28 10:46:23,2024-03-28 11:06:31,0,128.250.0.54,100,1207,1,2024-03-28 11:06:31,R_4ukzfHMrxtWhWyB,,,,,-37.8159,144.9669,qr,EN,11,B,3,3,11,3,18,7,2,3,4,5,7,7,7,
2024-03-28 11:13:50,2024-03-28 11:15:16,0,128.250.0.54,100,86,1,2024-03-28 11:15:16,R_4agBEbQWIEibkyh,,,,,-37.8159,144.9669,qr,EN,11,A,4,3,12,3,14,9,2,3,4,7,7,7,7,
2024-03-28 11:21:24,2024-03-28 11:24:19,0,128.250.0.54,100,175,1,2024-03-28 11:24:20,R_48B57eoocYcgN56,,,,,-37.8159,144.9669,qr,EN,11,D,4,3,12,3,16,8,3,4,7,7,7,7,7,"With the virtual robot arm it feels weird to look at it while performing the task so I just look at the real robot arm instead. "
2024-03-28 11:31:08,2024-03-28 11:33:33,0,128.250.0.54,100,144,1,2024-03-28 11:33:33,R_4vEeN4o3pfMye65,,,,,-37.8159,144.9669,qr,EN,11,C,6,2,5,2,18,5,2,4,7,7,7,7,7,With the virtual human arm in the orientation of the robot arm I think it less confuses me
2024-03-28 14:52:13,2024-03-28 15:11:14,0,128.250.0.54,100,1141,1,2024-03-28 15:11:14,R_4PYWyZSKm29udul,,,,,-37.8159,144.9669,qr,EN,12,B,3,16,16,9,16,14,5,2,2,2,3,5,2,"Physically demanding "
2024-03-28 15:17:37,2024-03-28 15:19:43,0,128.250.0.54,100,125,1,2024-03-28 15:19:44,R_4khpD07wOzM4wLE,,,,,-37.8159,144.9669,qr,EN,12,C,4,9,9,7,16,9,1,4,4,4,4,5,5,Getting more used to control the robot
2024-03-28 15:24:36,2024-03-28 15:26:04,0,128.250.0.54,100,88,1,2024-03-28 15:26:05,R_42VSF4qt0Yu1Iy4,,,,,-37.8159,144.9669,qr,EN,12,D,5,6,7,2,16,5,1,5,5,5,5,5,5,Na
2024-03-28 15:32:11,2024-03-28 15:33:36,0,128.250.0.54,100,85,1,2024-03-28 15:33:37,R_4rMbdFBNK5kbSHk,,,,,-37.8159,144.9669,qr,EN,12,A,5,2,9,2,16,5,2,5,4,5,5,4,4,
2024-04-04 18:56:31,2024-04-04 18:57:56,0,128.250.0.54,100,85,1,2024-04-04 18:57:56,R_4djcwfBc0bdDJfF,,,,,-37.8159,144.9669,qr,EN,13,B,2,9,11,14,9,14,3,4,2,4,2,6,4,
2024-04-04 19:10:41,2024-04-04 19:11:52,0,128.250.0.54,100,71,1,2024-04-04 19:11:53,R_4pQ2a04ZtzFviSJ,,,,,-37.8159,144.9669,qr,EN,13,D,4,7,4,7,12,7,5,5,4,5,5,5,5,
2024-04-04 19:23:13,2024-04-04 19:24:45,0,128.250.0.54,100,91,1,2024-04-04 19:24:45,R_4CIxC7H0ZsAViFM,,,,,-37.8159,144.9669,qr,EN,13,A,5,5,6,3,13,12,3,4,5,5,5,5,6,
2024-04-04 19:29:21,2024-04-04 19:31:34,0,128.250.0.54,100,132,1,2024-04-04 19:31:35,R_4liR5mxcFkSDkUg,,,,,-37.8159,144.9669,qr,EN,13,C,6,3,5,3,15,5,3,5,5,5,5,6,6,"I fell more confident to do the task, also feel the task more easier"
2024-04-05 14:47:42,2024-04-05 14:57:57,0,128.250.0.54,100,615,1,2024-04-05 14:57:58,R_4fvIOPSgx2OhL6W,,,,,-37.8159,144.9669,qr,EN,14,B,2,7,12,3,20,11,5,3,3,3,6,7,5,
2024-04-05 15:03:21,2024-04-05 15:04:43,0,128.250.0.54,100,82,1,2024-04-05 15:04:44,R_4q7FQCsUX1rPyvD,,,,,-37.8159,144.9669,qr,EN,14,D,5,3,10,5,20,6,3,5,5,4,5,7,7,
2024-04-05 15:15:03,2024-04-05 15:16:15,0,128.250.0.54,100,71,1,2024-04-05 15:16:15,R_4Y7Y3NEFoInuawp,,,,,-37.8159,144.9669,qr,EN,14,C,6,5,8,5,7,5,3,6,6,7,7,7,7,More easier due to sync
2024-04-05 15:21:50,2024-04-05 15:22:58,0,128.250.0.54,100,68,1,2024-04-05 15:22:59,R_4IhN4osgRJuMlTq,,,,,-37.8159,144.9669,qr,EN,14,A,7,3,5,2,20,4,2,7,7,7,7,7,7,
2024-04-05 18:19:01,2024-04-05 18:41:19,0,128.250.0.54,100,1337,1,2024-04-05 18:41:20,R_4rVNaQe2NDwZRdf,,,,,-37.8159,144.9669,qr,EN,15,C,3,8,15,11,15,13,6,5,3,5,3,4,1,
2024-04-05 18:53:00,2024-04-05 18:59:31,0,128.250.0.54,100,391,1,2024-04-05 18:59:32,R_4G4B7KFDtQJ8nhT,,,,,-37.8159,144.9669,qr,EN,15,A,2,18,16,16,15,14,15,3,3,2,2,2,2,
2024-04-05 19:08:35,2024-04-05 19:10:17,0,128.250.0.54,100,102,1,2024-04-05 19:10:18,R_4zHKin6AhBDmyHr,,,,,-37.8159,144.9669,qr,EN,15,B,3,17,13,15,15,16,15,2,3,2,2,3,2,
2024-04-05 19:17:40,2024-04-05 19:19:06,0,128.250.0.54,100,85,1,2024-04-05 19:19:06,R_4DuHXOUHiWWtgQN,,,,,-37.8159,144.9669,qr,EN,15,D,3,9,14,14,12,14,10,3,3,3,3,3,3,Hologram helps me to find the distance
2024-04-08 10:48:54,2024-04-08 11:19:22,0,128.250.0.54,100,1827,1,2024-04-08 11:19:22,R_4V1mi9cWJg5FHfO,,,,,-37.8159,144.9669,qr,EN,7,A,6,3,7,12,18,11,2,6,7,5,6,6,6,It requires a small practice to get use to robot arm.
2024-04-08 11:30:03,2024-04-08 11:32:17,0,128.250.0.54,100,133,1,2024-04-08 11:32:17,R_40rrFqQjEPWF5Ds,,,,,-37.8159,144.9669,qr,EN,7,C,7,4,4,3,16,3,2,7,6,6,6,6,6,
2024-04-08 11:39:09,2024-04-08 11:40:19,0,128.250.0.54,100,70,1,2024-04-08 11:40:20,R_4ePOfJ5B5R1nXbJ,,,,,-37.8159,144.9669,qr,EN,7,D,7,3,3,3,19,20,2,7,7,7,7,7,7,
2024-04-08 11:45:53,2024-04-08 11:47:20,0,128.250.0.54,100,86,1,2024-04-08 11:47:21,R_4tu9JbqJNT2eXgB,,,,,-37.8159,144.9669,qr,EN,7,B,7,2,4,3,19,1,19,7,7,7,7,7,7,
2024-04-08 14:12:34,2024-04-08 14:38:02,0,128.250.0.54,100,1527,1,2024-04-08 14:38:03,R_4CyFMBVzjiPJnuu,,,,,-37.8159,144.9669,qr,EN,16,C,4,13,11,9,15,9,3,4,4,4,6,6,6,
2024-04-08 14:43:42,2024-04-08 14:45:47,0,128.250.0.54,100,125,1,2024-04-08 14:45:47,R_4dEOuizAW1CgRaT,,,,,-37.8159,144.9669,qr,EN,16,A,6,6,12,14,17,4,1,4,4,4,6,6,6,
2024-04-08 14:50:18,2024-04-08 14:52:06,0,128.250.0.54,100,107,1,2024-04-08 14:52:06,R_4eHyQUaQXngGqat,,,,,-37.8159,144.9669,qr,EN,16,D,6,4,13,14,18,2,2,4,4,4,6,6,6,
2024-04-08 14:55:35,2024-04-08 14:57:15,0,128.250.0.54,100,100,1,2024-04-08 14:57:16,R_4Eurh9XtqEl0Idu,,,,,-37.8159,144.9669,qr,EN,16,B,6,2,10,2,19,2,1,4,4,4,6,6,6,
2024-04-08 16:37:15,2024-04-08 16:46:43,0,128.250.0.54,100,568,1,2024-04-08 16:46:43,R_4L7jfcQ2hJOeVyh,,,,,-37.8159,144.9669,qr,EN,17,C,3,7,13,13,17,9,7,6,5,6,6,6,5,"When I move my arm too fast the robot arm is in sync. The hologram helped my a lot to perform the task, even thought I was not seeing the hologram directly because I was focused on the red dot.
"
2024-04-08 16:51:41,2024-04-08 16:55:37,0,128.250.0.54,100,236,1,2024-04-08 16:55:38,R_4JIqkUtVct6ckKx,,,,,-37.8159,144.9669,qr,EN,17,B,3,15,18,10,13,18,13,3,3,5,4,4,5,This version of the hologram didn’t help. It was more difficult to control it. I could complete the task only because the first task had the rotated hologram arm
2024-04-08 17:00:27,2024-04-08 17:04:19,0,128.250.0.54,100,231,1,2024-04-08 17:04:19,R_4s93vSq2fggJAzv,,,,,-37.8159,144.9669,qr,EN,17,A,6,10,7,13,15,5,5,5,6,6,5,5,5,At this point I learned the position of the circles and I was able to perform the task faster. It was better to have no hologram to distract me
2024-04-08 17:10:36,2024-04-08 17:15:20,0,128.250.0.54,100,284,1,2024-04-08 17:15:21,R_4qjdsfhoj4gCARb,,,,,-37.8159,144.9669,qr,EN,17,D,5,18,16,17,13,8,18,6,3,5,5,4,4,"The hologram didn’t help me to complete the task. I was a bit tired and I just used the strategy of following the path clockwise. "
2024-04-09 09:56:46,2024-04-09 10:14:54,0,128.250.0.54,100,1087,1,2024-04-09 10:14:54,R_4MVVJ4rgUnU8dAp,,,,,-37.8159,144.9669,qr,EN,5,B,5,10,12,10,11,10,7,5,5,4,6,5,6,"The hologram helps for tracking the movement, making the task easier"
2024-04-09 10:20:11,2024-04-09 10:23:05,0,128.250.0.54,100,173,1,2024-04-09 10:23:06,R_4IqlbEDoZWSOzFT,,,,,-37.8159,144.9669,qr,EN,5,C,7,3,3,3,20,4,20,6,6,7,7,7,7,"The hologram shows me clearly the movement of the robot arm, so I don’t need to figure out the direction. It make the tasks becomes  very easy."
2024-04-09 10:24:38,2024-04-09 10:29:12,0,128.250.0.54,100,273,1,2024-04-09 10:29:12,R_4asZU3sK2WcYhgZ,,,,,-37.8159,144.9669,qr,EN,5,D,5,5,9,5,20,9,7,5,5,5,6,6,5,The  robot arm hologram isn’t that useful. I didn’t even need to see it to complete the task. The hand hologram is the 2nd session is more useful
2024-04-09 20:13:24,2024-04-09 20:16:46,0,128.250.0.54,100,202,1,2024-04-09 20:16:46,R_4f3xblxBBxAZFdm,,,,,-37.8159,144.9669,qr,EN,18m,C,4,5,7,6,14,7,4,5,6,5,6,6,6,
2024-04-09 20:27:47,2024-04-09 20:31:17,0,128.250.0.54,100,210,1,2024-04-09 20:31:18,R_4DYIVjMOVEWHZQU,,,,,-37.8159,144.9669,qr,EN,18m,B,5,4,4,8,14,6,5,6,6,6,6,6,6,
2024-04-09 20:39:13,2024-04-09 20:42:06,0,128.250.0.54,100,172,1,2024-04-09 20:42:06,R_4gIXuS7DCcjnFER,,,,,-37.8159,144.9669,qr,EN,18m,D,6,4,4,4,16,16,4,6,6,6,6,6,6,The hologram doesn’t hinder my attention. I totally focused on the task and robot hand.
2024-04-09 20:48:54,2024-04-09 20:50:22,0,128.250.0.54,100,87,1,2024-04-09 20:50:23,R_4Db74q4v4igFUM9,,,,,-37.8159,144.9669,qr,EN,18m,A,6,2,2,2,18,4,2,6,6,6,6,6,6,
2024-04-10 09:51:43,2024-04-10 09:53:56,0,128.250.0.54,100,132,1,2024-04-10 09:53:56,R_4JJhLss2sqpHj5k,,,,,-37.8159,144.9669,qr,EN,2,B,5,2,12,5,20,9,5,6,5,6,7,7,6,"I use hologram when the robot didn’t follow my movement, to see the position"
2024-04-10 09:57:56,2024-04-10 10:00:03,0,128.250.0.54,100,126,1,2024-04-10 10:00:03,R_4buqq4tLra4eIRH,,,,,-37.8159,144.9669,qr,EN,2,C,7,4,6,4,20,8,3,7,7,6,7,7,6,"The robot feels lighter than the first task 
It’s following me better"
2024-04-10 10:09:59,2024-04-10 10:11:20,0,128.250.0.54,100,81,1,2024-04-10 10:11:21,R_4NWg7tSdwHAbX8K,,,,,-37.8159,144.9669,qr,EN,2,A,5,8,11,6,20,13,7,5,5,5,6,6,5,"I am feel more familiar with the robot "
2024-04-10 10:15:42,2024-04-10 10:17:47,0,128.250.0.54,100,125,1,2024-04-10 10:17:47,R_4WHBdAYAnWJHpxD,,,,,-37.8159,144.9669,qr,EN,2,D,6,5,5,3,20,12,2,6,6,7,6,7,6,"I didn’t used the hologram because I am already familiar with the robot and it’s easier to do it without the hologram "
2024-04-10 11:40:40,2024-04-10 12:08:43,0,128.250.0.54,100,1682,1,2024-04-10 12:08:43,R_4nuyBOTFggaPum8,,,,,-37.8159,144.9669,qr,EN,20,D,5,10,12,3,14,5,1,5,3,5,5,5,5,
2024-04-10 12:09:44,2024-04-10 12:18:15,0,128.250.0.54,100,510,1,2024-04-10 12:18:15,R_4qedRfURT3WCj1n,,,,,-37.8159,144.9669,qr,EN,20,A,3,7,14,5,12,12,5,5,5,5,5,5,5,
2024-04-10 12:20:39,2024-04-10 12:30:59,0,128.250.0.54,100,620,1,2024-04-10 12:31:00,R_4kaaCNYh6VCmGOJ,,,,,-37.8159,144.9669,qr,EN,20,B,5,5,14,7,12,14,5,5,5,5,5,5,5,
2024-04-10 12:32:41,2024-04-10 12:41:12,0,128.250.0.54,100,510,1,2024-04-10 12:41:12,R_4dRsadSEBZe2A2a,,,,,-37.8159,144.9669,qr,EN,20,C,5,5,12,5,12,5,5,6,5,5,5,6,5,
2024-04-10 17:24:23,2024-04-10 17:31:14,0,128.250.0.54,100,410,1,2024-04-10 17:31:14,R_4IdeDkPsjnWakr8,,,,,-37.8159,144.9669,qr,EN,19,C,5,4,10,5,15,8,2,5,5,5,6,6,6,"Very cool. Seems like in a science fiction movie. The movement is a bit counter intuitive, but all good after getting used to it."
2024-04-10 17:33:59,2024-04-10 17:36:13,0,128.250.0.54,100,133,1,2024-04-10 17:36:13,R_4lsFxJfadGvBBXO,,,,,-37.8159,144.9669,qr,EN,19,D,6,3,5,3,18,5,1,7,7,7,7,7,7,"As getting more used to the movement, the task gets easier."
2024-04-10 17:38:56,2024-04-10 17:47:15,0,128.250.0.54,100,499,1,2024-04-10 17:47:16,R_4Q0g4KvzSkJHxIw,,,,,-37.8159,144.9669,qr,EN,19,D,7,1,3,1,19,3,1,7,7,7,7,7,7,"Originally I thought the flipped movement logic might cause me hard to control the robot. But it turns out I can quickly get used to it. The holograms are good for visualising my arm, but they are not that useful when I have get used to the movement."
2024-04-10 17:48:40,2024-04-10 17:52:23,0,128.250.0.54,100,222,1,2024-04-10 17:52:23,R_4LFjfv8HiHPkHMq,,,,,-37.8159,144.9669,qr,EN,19,B,7,2,3,1,19,3,1,7,7,7,7,7,7,It is a bit uncomfortable after wearing Hololens 2 for a period.
2024-04-10 19:04:32,2024-04-10 19:13:31,0,128.250.0.54,100,538,1,2024-04-10 19:13:31,R_4Kx2s9pzOiyDpD3,,,,,-37.8159,144.9669,qr,EN,21,D,5,6,10,5,15,8,5,3,5,5,5,6,5,"The hologram did not really align with the movement of the real robot arm in terms of the angle "
2024-04-10 19:17:48,2024-04-10 19:21:50,0,128.250.0.54,100,241,1,2024-04-10 19:21:50,R_4fkYm97t4QNr2Cy,,,,,-37.8159,144.9669,qr,EN,21,C,6,2,5,2,18,3,1,6,5,6,5,6,6,"I am getting more experienced from practicing and previous tasks, also the hand hologram helps me to track and confirm the movement of my hand and arm, where both factors contribute to quicker completion of the tasks"
2024-04-10 19:24:31,2024-04-10 19:29:03,0,128.250.0.54,100,271,1,2024-04-10 19:29:04,R_40kVBaqfbK6yXfz,,,,,-37.8159,144.9669,qr,EN,21,A,7,2,2,1,19,2,1,6,5,6,7,7,7,"For this part I can only rely on and refer to the physical arm during the task, as during the previous two parts I mainly relied on the movement of physical robot arms instead of the virtual arm or hand, and I am also getting more proficient and used to it, so I completed this task with much ease."
2024-04-10 19:32:40,2024-04-10 19:36:25,0,128.250.0.54,100,225,1,2024-04-10 19:36:25,R_4EA2gyDzku0W1R6,,,,,-37.8159,144.9669,qr,EN,21,B,7,1,2,1,20,1,1,7,6,7,7,7,7,"I almost completely relied on the movement of the physical robot arm rather than the virtual human arm next to it because I think I have mastered the task in terms of all crucial techniques "
2024-04-10 20:26:55,2024-04-10 20:36:14,0,128.250.0.54,100,559,1,2024-04-10 20:36:15,R_4H2f5r0dKOej95v,,,,,-37.8159,144.9669,qr,EN,22,D,4,12,13,6,17,5,5,3,5,5,5,6,5,We can add a virtual plane in front of the virtual robot arm
